Date,CL=F,PLN=X,diesel,super95
2004-01-01,33.779998779296875,3.7256999015808105,2165.0,2533.0
2004-01-02,33.779998779296875,3.7358999252319336,2165.0,2533.0
2004-01-03,33.779998779296875,3.7358999252319336,2165.0,2533.0
2004-01-04,33.779998779296875,3.7358999252319336,2165.0,2533.0
2004-01-05,33.779998779296875,3.6835999488830566,2165.0,2533.0
2004-01-06,33.70000076293945,3.645699977874756,2165.0,2533.0
2004-01-07,33.619998931884766,3.6835999488830566,2165.0,2533.0
2004-01-08,33.97999954223633,3.6786000728607178,2165.0,2580.0
2004-01-09,34.310001373291016,3.654599905014038,2165.0,2580.0
2004-01-10,34.310001373291016,3.654599905014038,2165.0,2580.0
2004-01-11,34.310001373291016,3.654599905014038,2165.0,2580.0
2004-01-12,34.720001220703125,3.6784000396728516,2165.0,2580.0
2004-01-13,34.43000030517578,3.7320001125335693,2165.0,2618.0
2004-01-14,34.5,3.7481000423431396,2165.0,2618.0
2004-01-15,33.439998626708984,3.758699893951416,2165.0,2618.0
2004-01-16,35.06999969482422,3.7990000247955322,2165.0,2618.0
2004-01-17,35.06999969482422,3.7990000247955322,2165.0,2618.0
2004-01-18,35.06999969482422,3.7990000247955322,2165.0,2618.0
2004-01-19,35.06999969482422,3.827899932861328,2165.0,2618.0
2004-01-20,36.20000076293945,3.7581000328063965,2165.0,2618.0
2004-01-21,34.58000183105469,3.7332000732421875,2208.0,2651.0
2004-01-22,34.93000030517578,3.686300039291382,2208.0,2651.0
2004-01-23,34.939998626708984,3.7158000469207764,2208.0,2651.0
2004-01-24,34.939998626708984,3.7158000469207764,2159.0,2614.0
2004-01-25,34.939998626708984,3.7158000469207764,2159.0,2614.0
2004-01-26,34.470001220703125,3.7560999393463135,2159.0,2614.0
2004-01-27,34.119998931884766,3.7600998878479004,2159.0,2614.0
2004-01-28,33.619998931884766,3.7855000495910645,2159.0,2614.0
2004-01-29,32.810001373291016,3.8401999473571777,2159.0,2614.0
2004-01-30,33.04999923706055,3.8415000438690186,2117.0,2614.0
2004-01-31,33.04999923706055,3.8415000438690186,2117.0,2614.0
2004-02-01,33.04999923706055,3.8415000438690186,2117.0,2614.0
2004-02-02,34.97999954223633,3.864000082015991,2117.0,2614.0
2004-02-03,34.099998474121094,3.8261001110076904,2154.0,2639.0
2004-02-04,33.099998474121094,3.8268001079559326,2154.0,2639.0
2004-02-05,33.08000183105469,3.8687000274658203,2154.0,2639.0
2004-02-06,32.47999954223633,3.817699909210205,2154.0,2639.0
2004-02-07,32.47999954223633,3.817699909210205,2154.0,2639.0
2004-02-08,32.47999954223633,3.817699909210205,2154.0,2639.0
2004-02-09,32.83000183105469,3.8011999130249023,2154.0,2639.0
2004-02-10,33.869998931884766,3.803999900817871,2154.0,2639.0
2004-02-11,34.0,3.803499937057495,2154.0,2594.0
2004-02-12,33.97999954223633,3.8008999824523926,2154.0,2594.0
2004-02-13,34.560001373291016,3.811199903488159,2179.0,2641.0
2004-02-14,34.560001373291016,3.811199903488159,2179.0,2641.0
2004-02-15,34.560001373291016,3.811199903488159,2179.0,2641.0
2004-02-16,34.560001373291016,3.8053998947143555,2179.0,2641.0
2004-02-17,35.15999984741211,3.79259991645813,2179.0,2641.0
2004-02-18,35.45000076293945,3.838099956512451,2179.0,2641.0
2004-02-19,36.0,3.855600118637085,2204.0,2682.0
2004-02-20,35.599998474121094,3.8970999717712402,2204.0,2682.0
2004-02-21,35.599998474121094,3.8970999717712402,2204.0,2682.0
2004-02-22,35.599998474121094,3.8970999717712402,2204.0,2682.0
2004-02-23,34.349998474121094,3.873300075531006,2204.0,2682.0
2004-02-24,34.58000183105469,3.8529999256134033,2204.0,2682.0
2004-02-25,35.68000030517578,3.8606998920440674,2204.0,2682.0
2004-02-26,35.5099983215332,3.9082999229431152,2204.0,2682.0
2004-02-27,36.15999984741211,3.9075000286102295,2204.0,2682.0
2004-02-28,36.15999984741211,3.9075000286102295,2204.0,2709.0
2004-02-29,36.15999984741211,3.9075000286102295,2204.0,2709.0
2004-03-01,36.86000061035156,3.9193999767303467,2204.0,2709.0
2004-03-02,36.65999984741211,3.9728000164031982,2260.0,2737.0
2004-03-03,35.79999923706055,3.962899923324585,2260.0,2737.0
2004-03-04,36.63999938964844,3.9590001106262207,2260.0,2786.0
2004-03-05,37.2599983215332,3.91729998588562,2260.0,2786.0
2004-03-06,37.2599983215332,3.91729998588562,2291.0,2786.0
2004-03-07,37.2599983215332,3.91729998588562,2291.0,2786.0
2004-03-08,36.56999969482422,3.8682000637054443,2291.0,2786.0
2004-03-09,36.279998779296875,3.848299980163574,2291.0,2786.0
2004-03-10,36.099998474121094,3.892199993133545,2254.0,2753.0
2004-03-11,36.779998779296875,3.8729000091552734,2218.0,2727.0
2004-03-12,36.189998626708984,3.8712000846862793,2218.0,2727.0
